group,group_skus.0,options.0,options.1,name,fields.description,sku,mpn,upc,pricing_item.price.amount,pricing_item.msrp.amount,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.value,fields.package_weight.value,fields.abn_size,fields.target_color,fields.garment_length,fields.closure_type,fields.size_grouping,fields.pattern,fields.pattern_group,fields.color,fields.size,fields.brand,fields.material,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.material_percentage,fields.material_percentage_2,fields.material_2,fields.material_percentage_3,fields.material_3,fields.fabric_weight_type,fields.garment_fit,fields.garment_collar_type,fields.garment_construction_details,fields.garment_hem_type,fields.garment_neckline_type,fields.garment_sleeve_length_type,fields.garment_torso_length,fields.gender,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.subtype,fields.garment_inseam_measurement,fields.garment_leg_length_type,fields.bullet_6,fields.garment_rise,fields.garment_waist_closure,fields.upf_rating,fields.garment_protection_and_safety,fields.targeted_audience,fields.garment_closure_type_tops,fields.apparel_material_1,fields.apparel_material_1_percentage,fields.apparel_material_2,fields.apparel_material_2_percentage,fields.garment_back_type,fields.garment_sleeve_style,fields.fabric_treatment,fields.garment_cuff_type,fields.package_quantity,fields.top_style,fields.bullet_7,fields.bullet_8,fields.sport_age_category,fields.sport_used_for,fields.license_personality,fields.license_property,fields.textile_construction,fields.apparel_material_3,fields.apparel_material_3_percentage,fields.garment_waist_closure_type,images.default.main.url,images.default.1.alternate.url,images.default.2.alternate.url,images.default.3.alternate.url,images.default.4.alternate.url,images.default.5.alternate.url,images.default.6.alternate.url
variant,variant-24,,,"Vapor Apparel Youth UPF 50+ UV Sun Protection Solar Long Sleeve Rash Guard Swim Shirt - White, X Large","The Youth Solar Long Sleeve is for adventure or daily wear. Offers UPF 50+ sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, it’s an excellent base layer for wicking and warmth without adding bulk. Countless hours of outdoor activities have been logged in our shirts. Plus, wearing a UPF 50+ shirt means less chemical sunscreen on children's skin and in the pool.",VA-M780WHIXL,VE-M780WHIXL,196058577516,24.99,24.99,1,8,12,0.12,0.22,X Large,White,,Pull-On,Kids,Solid,Solid,White,X Large,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/d0d91831e4e6c4cad39d4450832fa636.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/fc111eb07053869a56612a4ce0519aa0.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/d28809135b229d29e6dc3f454e5bcd18.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/4b02135f4e29e0fdfea7f6748e914022.jpg,,,
variant,variant-24,,,"Vapor Apparel Youth UPF 50+ UV Sun Protection Solar Long Sleeve Rash Guard Swim Shirt - Safety Yellow, X Large","The Youth Solar Long Sleeve is for adventure or daily wear. Offers UPF 50+ sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, it’s an excellent base layer for wicking and warmth without adding bulk. Countless hours of outdoor activities have been logged in our shirts. Plus, wearing a UPF 50+ shirt means less chemical sunscreen on children's skin and in the pool.",VA-M780SYEXL,VE-M780SYEXL,196058577462,24.99,24.99,1,8,12,0.12,0.22,X Large,Yellow,,Pull-On,Kids,Solid,Solid,Safety Yellow,X Large,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/4/415f3939cc133958468c927c2284a65c.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/4db07e2ca0faaa80e0b72e8308aa45a1.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/d6bb97b67df439efb36fd2a3c57088dd.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/2a85f56efe23ba667de3cdbc7007bebf.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/d35fda77d51400d02bf6377dd298f5f5.jpg,,
variant,variant-24,,,"Vapor Apparel Youth UPF 50+ UV Sun Protection Solar Long Sleeve Rash Guard Swim Shirt - Navy, X Large","The Youth Solar Long Sleeve is for adventure or daily wear. Offers UPF 50+ sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, it’s an excellent base layer for wicking and warmth without adding bulk. Countless hours of outdoor activities have been logged in our shirts. Plus, wearing a UPF 50+ shirt means less chemical sunscreen on children's skin and in the pool.",VA-M780NVYXL,VE-M780NVYXL,196059262428,24.99,24.99,1,8,12,0.12,0.22,X Large,Blue,,Pull-On,Kids,Solid,Solid,Navy,X Large,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/6/60d502e1689bb4430f407023503aae98.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6135d3884c247ebc20524fe7cd66f4a8.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/4fe608003e16e5863223c9edf2e36103.jpg,,,,
product,,size,color,Vapor Apparel UPF 50+ UV Sun Protection Toddler Long Sleeve Rash Guard Swim Shirt,"The Toddler Solar Long Sleeve is for adventure or daily wear. Offers sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, it’s an excellent base layer for wicking and warmth without adding bulk. Plus, wearing a UPF 50+ Shirt means less chemical sunscreen on children's skin and in the pool.",variant-28,,,,,,,,,,,,,Pull-On,Toddler,Solid,Solid,,,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",Toddler Rash Guard with UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/5/5d885cecbe1840805764244d7bf97fb7.jpg,,,,,,
variant,variant-28,,,"Vapor Apparel Toddler UPF 50+ Sun Protection Solar Long Sleeve Rash Guard Swim Shirt - Black, 5T","The Toddler Solar Long Sleeve is for adventure or daily wear. Offers sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, it’s an excellent base layer for wicking and warmth without adding bulk. Plus, wearing a UPF 50+ Shirt means less chemical sunscreen on children's skin and in the pool.",VA-M785BLK5T,VE-M785BLK5T,196058438848,24.99,24.99,1,8,12,0.04,0.14,5T,Black,,Pull-On,Toddler,Solid,Solid,Black,5T,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",Toddler Rash Guard with UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/24bfc70fbf5dcb8cecc195f921288e12.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/0347de305175da6d9d7ebf46890e90a1.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/fb3641fd73ad4ab37e59477e6ef25dd1.jpg,,,,
variant,variant-28,,,"Vapor Apparel Toddler UPF 50+ Sun Protection Solar Long Sleeve Rash Guard Swim Shirt, Safety Yellow Baby Shark , 5T","The Toddler Solar Long Sleeve is for adventure or daily wear. Offers sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, its an excellent base layer for wicking and warmth without adding bulk. Plus, wearing a UPF 50+ Shirt means less chemical sunscreen on children's skin and in the pool.",VA-VA23006211M785SYE5T,,196059556565,28.99,28.99,1,8,12,,0.14,5T,Yellow,,Pull-On,Toddler,Solid,Solid,Safety Yellow Baby Shark ,5T,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",Toddler Rash Guard with UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/4/448265b5062d9a839a9fbc0eda2a6a41.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/86a4cb323af8d78bbd4fdc108de05781.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/ff359214326eeff5c963633eec99b6da.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8b8d2af17b7d5e58598f9e3885368e1c.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/23f43707d36d624954cfc7294beef934.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/27c79cd409163df178711d64a22b3614.jpg#acenda_image_type=swatch,
variant,variant-28,,,"Vapor Apparel Toddler UPF 50+ Sun Protection Solar Long Sleeve Rash Guard Swim Shirt - Seagrass, 5T","The Toddler Solar Long Sleeve is for adventure or daily wear. Offers sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, it’s an excellent base layer for wicking and warmth without adding bulk. Plus, wearing a UPF 50+ Shirt means less chemical sunscreen on children's skin and in the pool.",VA-M785SGR5T,VE-M785SGR5T,196058577752,24.99,24.99,1,8,12,0.04,0.14,5T,Green,,Pull-On,Toddler,Solid,Solid,Seagrass,5T,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",Toddler Rash Guard with UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/3/3ebec309889d5f18024a8d52029e150b.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/c5bba69210fcde2826f5cee0f4623851.jpg,,,,,
variant,variant-28,,,"Vapor Apparel Toddler UPF 50+ Sun Protection Solar Long Sleeve Rash Guard Swim Shirt, White Sunny Days Ahead, 5T","The Toddler Solar Long Sleeve is for adventure or daily wear. Offers sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, its an excellent base layer for wicking and warmth without adding bulk. Plus, wearing a UPF 50+ Shirt means less chemical sunscreen on children's skin and in the pool.",VA-VA24005611M785WHI5T,,196059395591,28.99,28.99,1,8,12,,0.14,5T,White,,Pull-On,Toddler,Solid,Solid,White Sunny Days Ahead,5T,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",Toddler Rash Guard with UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/8/82ac1ac05179d5f7d17b6773db83b0bd.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/2a6b7cf8401f79a3d507ff6852be0b06.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/23f43707d36d624954cfc7294beef934.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/0551221dbb09ff0a5f29e838ca89280d.jpg#acenda_image_type=swatch,,,
variant,variant-28,,,"Vapor Apparel Toddler UPF 50+ Sun Protection Solar Long Sleeve Rash Guard Swim Shirt, White Summer Icons, 5T","The Toddler Solar Long Sleeve is for adventure or daily wear. Offers sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, its an excellent base layer for wicking and warmth without adding bulk. Plus, wearing a UPF 50+ Shirt means less chemical sunscreen on children's skin and in the pool.",VA-VA24005712M785WHI5T,,196059396048,28.99,28.99,1,8,12,,0.14,5T,White,,Pull-On,Toddler,Solid,Solid,White Summer Icons,5T,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",Toddler Rash Guard with UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/21f9c323df1a87debe2400aad0a18b1d.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/2a6b7cf8401f79a3d507ff6852be0b06.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/23f43707d36d624954cfc7294beef934.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/a2dda678d3c2426c9735e1af49f304e7.jpg#acenda_image_type=swatch,,,
variant,variant-28,,,"Vapor Apparel Toddler UPF 50+ Sun Protection Solar Long Sleeve Rash Guard Swim Shirt, Catmint Summer Icons, 5T","The Toddler Solar Long Sleeve is for adventure or daily wear. Offers sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, its an excellent base layer for wicking and warmth without adding bulk. Plus, wearing a UPF 50+ Shirt means less chemical sunscreen on children's skin and in the pool.",VA-VA24005711M785CTM5T,,196059395812,28.99,28.99,1,8,12,,0.14,5T,Purple,,Pull-On,Toddler,Solid,Solid,Catmint Summer Icons,5T,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",Toddler Rash Guard with UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/fbf2dc27a02ecba97e0a3e63364a0a2d.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/ec99f62a1818211373db20bea30223bd.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/23f43707d36d624954cfc7294beef934.jpg, https://images.acenda-static.com/vaporapparel/product/original/2/2c2d1432b29bf5a79ad8e1f9a62c1044.jpg#acenda_image_type=swatch,,,
variant,variant-28,,,"Vapor Apparel Toddler UPF 50+ Sun Protection Solar Long Sleeve Rash Guard Swim Shirt - Pink Blossom, 5T","The Toddler Solar Long Sleeve is for adventure or daily wear. Offers sun protection and cooling performance qualities while kids are swimming at the pool or the beach, playing sports, riding bikes, and more. In colder weather, it’s an excellent base layer for wicking and warmth without adding bulk. Plus, wearing a UPF 50+ Shirt means less chemical sunscreen on children's skin and in the pool.",VA-M785PKB5T,VE-M785PKB5T,196058577653,24.99,24.99,1,8,12,0.04,0.14,5T,Pink,,Pull-On,Toddler,Solid,Solid,Pink Blossom,5T,Vapor Apparel,Polyester,"Moisture-wicking, multi-season, odor-resistant, quick-drying fabric","Light, soft, and comfortable microfiber fabric won't cling or stretch out",Toddler Rash Guard with UPF 50+ sun protection,Protects longer than SPF 50+ sunscreen lotion,Hits below the hip to prevent riding up while active,100,,,,,Year Round Fabric Construction,Regular Fit,No Collar,Double-Stitched Seam,Plain Hem,Round,Long Sleeve,Below Hip,Gender Neutral,Tumble Dry,Machine Wash,Athletic T-Shirts,,,Trimmer fit through the body - not too tight or baggy,,,UPF 50+,,Adult (18 Years and Up),Pull-On,Polyester,100,,,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/7/7abf452bb587b2138d95d671d7c58f9d.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/d09ee48aba83cb6fbea81fe35be7c881.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/a174ddfc2f190b2adfcd6aaa224f5507.jpg,,,,
